interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_flow;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapDensity;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_speedRelative;edge_timeLoss;edge_traveltime;edge_waitingTime
0.00;3600.00;wizard_example;0;1.14;6;25;30.45;-1042133609#2;0;0;1.14;31;0.64;1.88;12.33;375.89;4.92;0.35;237.15;7.52;169.00
0.00;3600.00;wizard_example;0;0.33;2;12;13.85;-1042133609#3;0;0;0.33;14;0.17;0.35;6.22;86.20;11.69;0.84;15.04;5.82;0.00
0.00;3600.00;wizard_example;0;0.17;2;5;6.71;-1042133609#4;0;0;0.17;7;0.08;0.18;6.59;44.35;11.25;0.81;7.99;6.22;0.00
0.00;3600.00;wizard_example;0;1.48;3;20;19.00;-1042133609#5;0;0;1.48;23;10.13;133.33;17.19;365.54;0.30;0.02;354.82;0.06;338.00
0.00;3600.00;wizard_example;0;0.72;0;14;14.00;-1042133610;0;0;0.72;14;0.37;0.77;19.40;271.59;5.29;0.38;170.05;18.13;118.00
0.00;3600.00;wizard_example;0;10.84;2;10;11.64;-1042133611;0;0;10.84;9;5.42;10.87;316.89;3613.22;0.31;0.02;3531.49;309.50;3388.00
0.00;3600.00;wizard_example;0;0.06;3;0;2.88;-1042133612;0;0;0.06;3;0.03;0.07;10.37;29.87;12.30;0.89;3.96;9.79;0.00
0.00;3600.00;wizard_example;0;26.02;2;140;137.93;-1042133613#0;0;0;26.02;135;13.01;26.54;38.04;5231.85;1.57;0.11;4630.85;37.18;4214.00
0.00;3600.00;wizard_example;0;0.52;8;0;7.79;-1042133614;0;0;0.52;7;0.26;0.53;47.38;368.07;4.19;0.30;255.84;46.24;228.00
0.00;3600.00;wizard_example;0;0.03;1;0;0.94;-1042135571#0;0;0;0.03;1;0.02;0.03;11.09;10.50;8.64;0.62;3.36;10.26;0.00
0.00;3600.00;wizard_example;0;0.23;0;10;10.00;-1042135571#1;0;0;0.23;10;0.12;0.26;9.63;96.29;11.38;0.82;12.37;8.85;0.00
0.00;3600.00;wizard_example;0;0.75;0;28;27.67;-1042135572#0;0;0;0.75;27;0.39;0.85;5.66;156.18;9.86;0.71;38.77;4.98;0.00
0.00;3600.00;wizard_example;0;0.88;0;36;36.00;-1042135572#1;0;0;0.88;36;0.46;1.19;2.93;105.65;10.11;0.73;22.22;2.17;5.00
0.00;3600.00;wizard_example;0;65.44;0;60;58.99;-1042135572#2;0;0;65.44;60;32.75;66.83;145.47;8546.31;0.28;0.02;8347.80;141.84;7604.00
0.00;3600.00;wizard_example;0;54.62;2;138;137.04;-1042135573#0;0;0;54.62;134;27.32;55.27;63.87;8726.73;0.76;0.06;8238.54;62.93;7384.00
0.00;3600.00;wizard_example;0;32.29;1;135;135.01;-1042135573#1;0;0;32.29;134;16.25;34.20;13.52;1822.31;1.46;0.11;1625.76;12.74;1460.00
0.00;3600.00;wizard_example;0;12.96;0;145;139.48;-1042135573#2;0;0;12.96;131;6.49;13.11;44.69;6220.38;3.06;0.22;4834.90;44.08;4156.00
0.00;3600.00;wizard_example;0;2.88;1;126;124.07;-1042135573#3;0;0;2.88;123;1.42;2.96;14.60;1811.34;11.99;0.86;239.07;14.20;0.00
0.00;3600.00;wizard_example;0;32.29;0;94;84.29;-1042135574#0;0;0;32.29;68;16.16;32.39;348.99;29297.46;0.73;0.05;27732.29;346.57;24292.00
0.00;3600.00;wizard_example;0;3.60;0;113;113.00;-1042135574#1;0;0;3.60;113;1.79;3.77;11.87;1341.48;8.74;0.63;491.51;11.34;274.00
0.00;3600.00;wizard_example;1;0.05;1;1;1.97;-1042135575;0;0;0.05;1;0.03;0.05;17.02;33.25;10.19;0.73;6.91;16.00;0.00
0.00;3600.00;wizard_example;0;0.70;3;21;23.73;-1042135576#0;0;0;0.70;24;0.37;0.81;6.90;163.99;8.88;0.64;48.24;6.00;2.00
0.00;3600.00;wizard_example;1;0.68;0;27;27.00;-1042135576#1;0;0;0.68;26;0.34;0.78;4.40;118.92;10.71;0.77;20.80;3.83;0.00
0.00;3600.00;wizard_example;1;0.60;1;22;22.71;-1042135576#2;0;0;0.60;22;0.30;0.76;2.13;48.10;10.63;0.77;9.92;1.69;0.00
0.00;3600.00;wizard_example;0;0.47;3;14;16.50;-1042135576#3;0;0;0.47;17;0.23;0.53;3.52;58.35;10.16;0.73;15.88;3.13;0.00
0.00;3600.00;wizard_example;0;0.52;0;17;17.00;-1042135578#0;0;0;0.52;17;0.27;0.58;9.68;164.60;8.67;0.62;62.62;8.77;18.00
0.00;3600.00;wizard_example;0;0.26;1;9;9.88;-1042135578#1;0;0;0.26;10;0.13;0.29;4.34;42.97;10.59;0.76;9.69;3.86;0.00
0.00;3600.00;wizard_example;1;0.44;1;12;12.38;-1042135578#2;0;0;0.44;12;0.25;0.76;1.83;22.73;7.25;0.52;6.48;1.07;0.00
0.00;3600.00;wizard_example;0;0.21;1;8;8.91;-1042135578#4;0;0;0.21;9;0.11;0.23;5.40;48.17;11.69;0.84;7.32;5.02;0.00
0.00;3600.00;wizard_example;0;0.22;1;8;8.86;-1042135579;0;0;0.22;9;0.11;0.25;3.82;33.90;11.13;0.80;6.17;3.40;0.00
0.00;3600.00;wizard_example;0;0.08;2;1;2.83;-1042135580#0;0;0;0.08;3;0.04;0.09;7.18;20.43;9.18;0.66;6.07;6.58;0.00
0.00;3600.00;wizard_example;0;0.13;1;3;3.53;-1042135580#1;0;0;0.13;4;0.08;0.21;2.21;8.14;7.18;0.52;2.88;1.48;0.00
0.00;3600.00;wizard_example;0;1.92;0;8;7.14;-1042135580#2;0;0;1.92;6;1.49;3.98;43.35;295.23;0.59;0.04;281.22;19.94;268.00
0.00;3600.00;wizard_example;0;26.95;1;71;69.48;-1042135580#4;0;0;26.95;63;13.51;27.16;158.99;11001.99;0.74;0.05;10416.99;157.17;9293.00
0.00;3600.00;wizard_example;1;0.15;1;4;4.93;-1042135581;0;0;0.15;4;0.08;0.16;8.49;41.89;8.94;0.64;11.67;7.70;0.00
0.00;3600.00;wizard_example;1;0.14;2;3;4.89;-1042135582;0;0;0.14;4;0.07;0.16;10.61;51.93;9.24;0.67;13.65;9.82;0.00
0.00;3600.00;wizard_example;0;1.49;2;36;37.41;-1042135583#0;0;0;1.49;38;0.78;1.95;3.23;121.17;6.89;0.50;46.13;2.47;0.00
0.00;3600.00;wizard_example;1;1.03;2;29;30.51;-1042135583#1;0;0;1.03;30;0.49;1.21;2.97;90.40;8.68;0.63;33.65;2.52;0.00
0.00;3600.00;wizard_example;0;0.31;1;8;8.91;-1042135584#0;0;0;0.31;9;0.15;0.34;7.89;70.37;7.88;0.57;28.03;7.10;3.00
0.00;3600.00;wizard_example;0;0.19;3;2;4.64;-1042135584#1;0;0;0.19;5;0.10;0.22;7.12;33.26;6.60;0.48;14.48;6.27;0.00
0.00;3600.00;wizard_example;0;0.34;0;6;6.00;-1042135585#0;0;0;0.34;6;0.18;0.44;4.91;29.45;4.83;0.35;16.13;3.79;4.00
0.00;3600.00;wizard_example;1;0.22;1;5;5.76;-1042135585#1;0;0;0.22;5;0.10;0.25;3.38;19.10;7.84;0.56;8.05;2.90;0.00
0.00;3600.00;wizard_example;0;67.24;0;260;253.59;-1042171888#0;0;0;67.24;246;33.64;67.79;103.51;26213.86;1.09;0.08;24111.69;102.55;21023.00
0.00;3600.00;wizard_example;0;64.79;0;288;270.27;-1042171888#1;0;0;64.79;256;32.37;64.98;207.28;55953.27;1.18;0.08;51170.21;206.42;44038.00
0.00;3600.00;wizard_example;0;47.33;2;252;245.76;-1042171888#3;0;0;47.33;236;23.65;47.67;99.88;24514.52;1.48;0.11;21873.59;99.04;18532.00
0.00;3600.00;wizard_example;0;59.11;1;446;440.12;-1042171889#0;0;0;59.11;434;29.60;60.24;49.56;21797.08;2.13;0.15;18209.79;48.60;13039.00
0.00;3600.00;wizard_example;0;49.56;3;438;438.62;-1042171889#1;0;0;49.56;436;24.15;51.66;16.98;7440.91;2.65;0.19;6001.87;16.28;4498.00
0.00;3600.00;wizard_example;0;46.04;1;366;365.16;-1042171889#2;0;0;46.04;363;23.06;48.45;14.07;5134.96;2.45;0.18;4218.18;13.36;3258.00
0.00;3600.00;wizard_example;0;38.25;1;388;375.34;-1042171889#3;0;0;38.25;361;19.12;38.55;77.32;28994.91;2.77;0.20;23154.01;76.63;17673.00
0.00;3600.00;wizard_example;0;35.99;1;415;414.82;-1042171889#4;0;0;35.99;414;16.72;41.34;4.43;1836.30;3.91;0.28;1291.57;3.85;1022.00
0.00;3600.00;wizard_example;0;72.43;0;93;85.89;-1042171890#0;0;0;72.43;78;36.20;72.66;339.52;29046.98;0.34;0.02;28294.27;337.10;25273.00
0.00;3600.00;wizard_example;0;22.20;1;97;97.30;-1042171891#0;0;0;22.20;91;11.10;22.28;199.84;19418.39;1.24;0.09;17652.91;198.86;15354.00
0.00;3600.00;wizard_example;0;0.79;2;6;7.92;-1042171892;0;0;0.79;7;0.39;0.80;46.37;365.60;2.83;0.20;287.48;45.20;256.00
0.00;3600.00;wizard_example;1;0.02;0;1;1.00;-1042171894#0;0;0;0.02;0;0.01;0.02;14.08;14.08;14.54;1.05;0.75;13.75;0.00
0.00;3600.00;wizard_example;0;14.21;2;56;57.15;-1042171894#1;0;0;14.21;53;7.12;14.37;91.88;5233.43;1.16;0.08;4782.80;90.55;4510.00
0.00;3600.00;wizard_example;1;0.02;0;1;1.00;-1042171896;0;0;0.02;0;0.01;0.02;5.00;5.00;13.60;0.98;0.57;4.67;0.00
0.00;3600.00;wizard_example;0;2.59;2;113;112.90;-1042171898#0;0;0;2.59;111;1.29;2.64;26.11;2947.19;12.07;0.87;330.46;25.66;0.00
0.00;3600.00;wizard_example;1;2.04;1;72;72.85;-1042171898#1;0;0;2.04;72;1.04;2.44;4.13;301.19;9.49;0.68;75.93;3.45;0.00
0.00;3600.00;wizard_example;0;1.05;0;46;46.00;-1042171898#2;0;0;1.05;46;0.53;1.11;13.88;638.25;11.91;0.86;67.88;13.13;3.00
0.00;3600.00;wizard_example;0;0.81;4;32;35.81;-1042171898#3;0;0;0.81;36;0.40;0.85;9.25;331.46;12.31;0.89;33.83;8.83;0.00
0.00;3600.00;wizard_example;0;0.57;0;26;26.00;-1042171898#4;0;0;0.57;26;0.28;0.60;10.02;260.61;12.61;0.91;19.18;9.61;0.00
0.00;3600.00;wizard_example;0;0.33;0;15;15.00;-1042171898#6;0;0;0.33;15;0.16;0.36;4.12;61.74;12.67;0.91;5.01;3.69;0.00
0.00;3600.00;wizard_example;0;27.15;2;333;333.34;-1042171898#7;0;0;27.15;331;13.90;29.81;11.51;3834.49;3.54;0.25;2649.79;10.47;1918.00
0.00;3600.00;wizard_example;0;19.47;1;266;261.70;-1042171898#8;0;0;19.47;254;9.80;19.99;30.75;8035.96;3.79;0.27;5786.89;29.91;4165.00
0.00;3600.00;wizard_example;1;0.22;1;6;6.92;-1042171898#9;0;0;0.22;6;0.11;0.25;8.10;56.07;8.36;0.60;20.97;7.10;5.00
0.00;3600.00;wizard_example;0;0.61;2;9;10.50;-1042171899#0;0;0;0.61;11;0.33;0.77;5.36;56.79;4.78;0.34;33.48;4.31;9.00
0.00;3600.00;wizard_example;0;0.64;3;22;24.50;-1042171901;0;0;0.64;25;0.36;0.98;4.35;106.88;8.14;0.59;41.96;2.88;21.00
0.00;3600.00;wizard_example;0;7.97;2;87;88.80;-1042171903#0;0;0;7.97;89;3.98;8.24;17.15;1522.85;3.28;0.24;1151.75;16.58;969.00
0.00;3600.00;wizard_example;0;73.83;1;108;106.78;-1042171903#1;0;0;73.83;106;33.57;74.68;63.32;6742.68;0.48;0.03;6488.18;62.43;6233.00
0.00;3600.00;wizard_example;0;20.16;1;71;71.71;-1042171903#2;0;0;20.16;72;10.10;20.73;18.46;1324.69;1.23;0.09;1206.18;17.96;1156.00
0.00;3600.00;wizard_example;0;29.60;1;95;95.86;-1042171903#3;0;0;29.60;96;14.83;30.01;41.74;4002.40;1.01;0.07;3699.14;41.18;3548.00
0.00;3600.00;wizard_example;0;14.80;1;102;102.83;-1042171903#4;0;0;14.80;103;7.41;15.22;16.16;1662.36;2.19;0.16;1396.68;15.72;1332.00
0.00;3600.00;wizard_example;0;3.81;3;107;109.51;-1042171903#5;0;0;3.81;110;1.90;4.25;4.38;480.35;8.30;0.60;187.18;3.93;108.00
0.00;3600.00;wizard_example;0;1.92;3;80;82.52;-1042171903#6;0;0;1.92;82;0.95;2.00;9.87;814.17;11.94;0.86;107.64;9.43;0.00
0.00;3600.00;wizard_example;0;1.83;0;81;80.18;-1042171903#7;0;0;1.83;80;0.91;1.87;28.09;2252.38;12.06;0.87;258.35;27.38;0.00
0.00;3600.00;wizard_example;0;4.57;1;52;52.66;-1042171904#0;0;0;4.57;53;4.23;10.87;11.05;582.72;1.80;0.13;476.95;4.65;397.00
0.00;3600.00;wizard_example;0;0.18;1;7;7.93;-1042171904#1;0;0;0.18;8;0.09;0.19;5.96;47.29;12.54;0.90;5.44;5.58;0.00
0.00;3600.00;wizard_example;0;0.89;3;33;35.75;-1042171904#2;0;0;0.89;36;0.46;1.00;6.15;220.02;10.77;0.78;35.73;5.46;0.00
0.00;3600.00;wizard_example;0;0.82;2;32;33.77;-1042171904#3;0;0;0.82;34;0.41;0.91;4.29;145.01;11.45;0.82;23.95;3.87;0.00
0.00;3600.00;wizard_example;0;1.52;2;25;26.80;-1042171904#4;0;0;1.52;27;0.77;1.60;10.83;290.28;5.10;0.37;180.83;10.26;152.00
0.00;3600.00;wizard_example;0;0.56;0;24;23.94;-1042171904#5;0;0;0.56;24;0.28;0.59;6.96;166.65;11.91;0.86;23.12;6.54;0.00
0.00;3600.00;wizard_example;0;0.19;1;4;4.82;-1042171905#0;0;0;0.19;5;0.10;0.22;4.74;22.99;7.08;0.51;9.69;4.06;0.00
0.00;3600.00;wizard_example;1;0.50;1;19;19.92;-1042171906#0;0;0;0.50;19;0.26;0.57;6.24;124.40;10.54;0.76;22.78;5.52;0.00
0.00;3600.00;wizard_example;1;0.31;2;8;9.67;-1042171906#1;0;0;0.31;9;0.15;0.35;4.01;38.92;8.97;0.65;13.17;3.55;0.00
0.00;3600.00;wizard_example;0;0.16;2;3;4.87;-1042171907;0;0;0.16;5;0.08;0.17;9.61;46.85;8.48;0.61;16.37;8.80;0.00
0.00;3600.00;wizard_example;0;0.17;1;3;3.82;-1042171908#0;0;0;0.17;4;0.09;0.20;5.42;20.85;6.21;0.45;9.91;4.47;2.00
0.00;3600.00;wizard_example;0;0.08;0;3;3.00;-1042171908#1;0;0;0.08;3;0.04;0.09;5.06;15.19;10.73;0.77;3.33;4.68;0.00
0.00;3600.00;wizard_example;0;0.86;1;31;31.95;-1042171912#0;0;0;0.86;32;0.44;0.94;10.44;333.46;9.94;0.72;78.83;9.58;15.00
0.00;3600.00;wizard_example;0;1.09;1;19;19.30;-1042171912#1;0;0;1.09;20;0.53;1.67;2.23;43.76;5.50;0.40;20.34;1.48;0.00
0.00;3600.00;wizard_example;0;21.52;1;7;7.93;-1042171913#0;0;0;21.52;8;10.83;21.77;731.46;5658.36;0.11;0.01;5611.84;705.77;5476.00
0.00;3600.00;wizard_example;0;9.18;0;78;58.48;-1042171914#0;0;0;9.18;38;4.59;9.21;172.06;10005.70;1.78;0.13;8678.83;170.60;7925.00
0.00;3600.00;wizard_example;0;3.08;1;84;84.03;-1042171914#1;0;0;3.08;80;1.54;3.26;12.36;1035.75;7.54;0.54;434.36;11.65;249.00
0.00;3600.00;wizard_example;0;21.40;1;52;39.85;-1042171915#0;0;0;21.40;26;10.70;21.45;392.59;15501.97;0.52;0.04;14887.00;388.20;14301.00
0.00;3600.00;wizard_example;0;10.96;0;35;33.10;-1042171915#1;0;0;10.96;30;5.46;11.05;51.22;1678.65;0.92;0.07;1565.96;50.31;1500.00
0.00;3600.00;wizard_example;0;0.27;0;8;8.00;-1042171916;0;0;0.27;8;0.13;0.30;7.43;59.44;8.11;0.58;19.56;6.63;0.00
0.00;3600.00;wizard_example;0;2.57;2;67;68.80;-1042171917#0;0;0;2.57;67;1.31;2.74;12.60;865.80;7.35;0.53;367.84;11.79;228.00
0.00;3600.00;wizard_example;0;1.54;1;64;64.94;-1042171917#1;0;0;1.54;65;0.76;1.63;7.46;484.34;11.72;0.84;64.85;7.05;0.00
0.00;3600.00;wizard_example;0;0.33;1;12;12.95;-1042171918#0;0;0;0.33;13;0.17;0.36;10.24;132.68;10.56;0.76;24.35;9.48;0.00
0.00;3600.00;wizard_example;0;0.10;3;1;3.55;-1042171918#1;0;0;0.10;4;0.05;0.11;3.77;13.60;10.40;0.75;3.15;3.38;0.00
0.00;3600.00;wizard_example;1;0.02;0;1;1.00;-1042171919;0;0;0.02;0;0.01;0.02;9.24;9.24;12.37;0.89;1.03;8.87;0.00
0.00;3600.00;wizard_example;0;;0;0;;-1042171921;0;0;;0;;;;0.00;;;;;
0.00;3600.00;wizard_example;0;0.22;2;4;5.73;-1042171922#0;0;0;0.22;6;0.11;0.26;6.05;34.85;7.10;0.51;15.60;5.18;0.00
0.00;3600.00;wizard_example;1;0.02;0;1;1.00;-1042171922#1;0;0;0.02;0;0.01;0.02;9.35;9.35;12.26;0.88;1.67;9.00;0.00
0.00;3600.00;wizard_example;0;4.41;1;130;128.62;-1042171930;0;0;4.41;128;2.23;4.55;33.92;4361.82;8.01;0.58;1816.31;32.90;932.00
0.00;3600.00;wizard_example;0;19.70;1;72;72.88;-1042171931;0;0;19.70;73;9.90;20.27;43.47;3168.63;1.11;0.08;2882.38;42.26;2356.00
0.00;3600.00;wizard_example;0;4.11;0;65;65.00;-1042171932#0;0;0;4.11;65;2.06;4.16;93.60;6083.96;4.40;0.32;4090.99;92.54;2686.00
0.00;3600.00;wizard_example;0;2.84;1;63;63.51;-1042171932#1;0;0;2.84;64;1.47;4.35;2.57;163.86;6.01;0.43;66.84;1.68;0.00
0.00;3600.00;wizard_example;0;0.66;1;21;21.99;-1042171933#0;0;0;0.66;22;0.34;0.69;46.48;1021.94;9.01;0.65;354.13;44.81;227.00
0.00;3600.00;wizard_example;0;1.94;0;82;82.00;-1042171933#1;0;0;1.94;82;0.98;2.03;20.34;1667.75;11.48;0.83;243.53;19.45;8.00
0.00;3600.00;wizard_example;0;2.11;3;71;73.73;-1042171933#2;0;0;2.11;74;1.08;2.37;6.54;482.03;9.39;0.68;152.58;5.82;3.00
0.00;3600.00;wizard_example;0;1.92;3;70;72.80;-1042171933#3;0;0;1.92;73;0.98;2.10;7.84;570.91;10.28;0.74;143.13;7.16;1.00
0.00;3600.00;wizard_example;0;1.60;4;64;67.54;-1042171933#4;0;0;1.60;68;0.80;1.77;4.17;281.68;11.80;0.85;40.28;3.76;0.00
0.00;3600.00;wizard_example;0;1.56;2;63;64.94;-1042171933#5;0;0;1.56;65;0.78;1.63;16.35;1061.71;11.37;0.82;186.27;15.64;4.00
0.00;3600.00;wizard_example;0;0.11;2;1;2.79;-1042171934#0;0;0;0.11;3;0.06;0.12;7.40;20.77;7.11;0.51;8.96;6.74;0.00
0.00;3600.00;wizard_example;1;0.08;1;2;2.96;-1042171934#1;0;0;0.08;2;0.04;0.08;12.89;38.07;10.32;0.74;7.35;11.97;0.00
0.00;3600.00;wizard_example;0;0.07;1;2;2.96;-1042171935;0;0;0.07;3;0.04;0.08;11.91;35.25;10.94;0.79;6.61;11.29;0.00
0.00;3600.00;wizard_example;0;0.21;1;8;8.95;-1042171936#0;0;0;0.21;9;0.11;0.23;9.55;85.46;11.34;0.82;9.68;8.83;0.00
0.00;3600.00;wizard_example;1;0.19;1;7;7.84;-1042171936#1;0;0;0.19;7;0.10;0.22;3.24;25.43;11.41;0.82;3.32;2.84;0.00
0.00;3600.00;wizard_example;0;0.23;4;5;8.84;-1042171936#2;0;0;0.23;9;0.12;0.24;12.47;110.30;10.65;0.77;19.56;11.99;0.00
0.00;3600.00;wizard_example;0;0.09;4;0;3.87;-1042171937;0;0;0.09;4;0.04;0.09;13.18;51.04;12.14;0.87;6.22;12.50;0.00
0.00;3600.00;wizard_example;1;0.13;0;5;5.00;-1042171938;0;0;0.13;4;0.06;0.14;9.02;45.12;10.57;0.76;9.04;8.32;0.00
0.00;3600.00;wizard_example;0;2.91;2;114;115.87;-1042171939#0;0;0;2.91;116;1.47;3.14;7.45;863.61;10.93;0.79;167.83;6.92;70.00
0.00;3600.00;wizard_example;0;0.24;1;6;6.87;-1042171940;0;0;0.24;7;0.12;0.29;6.02;41.44;7.36;0.53;14.97;5.03;0.00
0.00;3600.00;wizard_example;0;0.04;1;0;0.83;-1042171941#0;0;0;0.04;1;0.02;0.05;6.21;5.31;5.68;0.41;3.36;5.62;0.00
0.00;3600.00;wizard_example;0;0.03;1;1;1.00;-1042171941#1;0;0;0.03;2;0.06;0.25;1.78;2.87;4.58;0.33;2.02;0.34;0.00
0.00;3600.00;wizard_example;0;0.43;2;18;19.96;-1042171942;0;0;0.43;20;0.21;0.44;19.00;379.11;12.86;0.93;32.69;18.58;0.00
0.00;3600.00;wizard_example;0;0.46;1;16;16.93;-1042171943;0;0;0.46;17;0.24;0.52;7.60;128.68;9.74;0.70;30.79;6.77;0.00
0.00;3600.00;wizard_example;1;0.02;0;1;1.00;-1042171944;0;0;0.02;0;0.01;0.02;3.50;3.50;13.62;0.98;0.25;3.14;0.00
0.00;3600.00;wizard_example;1;0.04;0;2;2.00;-1042171945#0;0;0;0.04;1;0.02;0.05;23.00;46.00;12.44;0.90;3.64;22.52;0.00
0.00;3600.00;wizard_example;0;0.97;5;18;21.41;-1042171945#1;0;0;0.97;23;0.52;1.28;3.38;73.66;6.21;0.45;37.03;2.61;0.00
0.00;3600.00;wizard_example;0;0.27;0;9;9.00;-1042192040#0;0;0;0.27;9;0.14;0.29;17.32;155.85;8.93;0.64;40.81;16.26;18.00
0.00;3600.00;wizard_example;0;0.07;1;2;2.98;-1042192040#1;0;0;0.07;3;0.04;0.07;22.20;66.17;11.60;0.84;8.56;21.81;0.00
0.00;3600.00;wizard_example;0;41.79;1;450;442.48;-1042192041#0;0;0;41.79;433;20.99;42.69;49.60;21930.91;2.98;0.21;16870.16;48.52;11741.00
0.00;3600.00;wizard_example;1;33.51;0;444;443.51;-1042192041#1;0;0;33.51;441;16.66;36.99;5.86;2596.45;4.18;0.30;1804.54;5.30;1297.00
0.00;3600.00;wizard_example;0;3.47;0;35;33.31;-1042192048#0;0;0;3.47;29;1.76;3.62;28.78;950.68;2.71;0.19;747.51;27.36;620.00
0.00;3600.00;wizard_example;0;0.18;9;0;8.28;-1042192048#1;0;0;0.18;9;0.09;0.19;5.34;44.53;12.86;0.93;2.55;4.89;0.00
0.00;3600.00;wizard_example;0;1.15;2;25;26.11;-1042192049#0;0;0;1.15;27;0.60;1.64;2.57;67.75;6.41;0.46;25.76;1.81;0.00
0.00;3600.00;wizard_example;0;0.53;1;23;22.12;-1042192050;0;0;0.53;20;0.26;0.53;32.28;713.07;11.67;0.84;93.73;31.84;0.00
0.00;3600.00;wizard_example;0;0.12;5;0;4.69;-1042192051;0;0;0.12;5;0.06;0.13;8.35;39.29;10.43;0.75;7.63;7.51;0.00
0.00;3600.00;wizard_example;1;0.05;0;2;2.00;-1042192052;0;0;0.05;1;0.03;0.06;13.05;26.11;10.38;0.75;4.21;12.34;0.00
0.00;3600.00;wizard_example;0;1.93;3;46;48.13;-1042192053#0;0;0;1.93;49;1.01;2.52;3.29;158.86;6.85;0.49;60.62;2.52;0.00
0.00;3600.00;wizard_example;0;1.03;1;45;45.80;-1042192053#1;0;0;1.03;44;0.51;1.06;16.43;752.02;12.31;0.89;73.80;16.01;0.00
0.00;3600.00;wizard_example;0;0.40;0;16;16.00;-1042192053#2;0;0;0.40;16;0.20;0.51;2.26;36.15;10.92;0.79;5.39;1.77;0.00
0.00;3600.00;wizard_example;0;0.11;1;2;2.85;-1042192054#0;0;0;0.11;3;0.05;0.12;5.30;15.21;7.54;0.54;6.57;4.64;0.00
0.00;3600.00;wizard_example;1;0.09;1;2;2.94;-1042192054#1;0;0;0.09;2;0.04;0.09;9.27;27.27;9.43;0.68;5.22;8.65;0.00
0.00;3600.00;wizard_example;0;0.04;0;1;1.00;-1042192055;0;0;0.04;1;0.02;0.04;5.07;5.07;7.30;0.53;2.03;4.38;0.00
0.00;3600.00;wizard_example;0;0.14;3;0;2.37;-1042192056;0;0;0.14;3;0.07;0.16;5.49;13.58;5.30;0.38;8.72;5.07;0.00
0.00;3600.00;wizard_example;0;0.29;2;5;6.41;-1042192057;0;0;0.29;7;0.14;0.35;3.38;22.13;6.62;0.48;10.26;2.82;0.00
0.00;3600.00;wizard_example;0;2.65;4;17;19.09;-1042192060#0;0;0;2.65;21;1.38;3.22;6.29;124.00;2.49;0.18;89.65;5.35;59.00
0.00;3600.00;wizard_example;0;0.11;5;0;2.66;-1042192060#1;0;0;0.11;5;0.08;0.20;2.33;7.91;6.82;0.49;1.14;1.59;0.00
0.00;3600.00;wizard_example;0;0.11;4;0;3.85;-1042204558#0;0;0;0.11;4;0.06;0.12;14.87;57.29;9.32;0.67;15.49;14.10;0.00
0.00;3600.00;wizard_example;0;0.31;1;12;12.93;-1042204558#1;0;0;0.31;13;0.16;0.34;6.97;90.12;11.35;0.82;9.74;6.32;0.00
0.00;3600.00;wizard_example;0;0.08;2;1;2.96;-1042208475;0;0;0.08;3;0.04;0.08;27.28;80.89;10.69;0.77;13.61;26.50;0.00
0.00;3600.00;wizard_example;0;0.09;4;0;3.90;-1042208476;0;0;0.09;4;0.04;0.09;17.50;68.38;12.53;0.90;6.14;16.83;0.00
0.00;3600.00;wizard_example;0;0.07;2;1;2.97;-1042208477#0;0;0;0.07;3;0.04;0.07;26.26;77.91;11.67;0.84;12.29;25.52;0.00
0.00;3600.00;wizard_example;1;0.21;2;4;5.77;-1042208477#1;0;0;0.21;5;0.11;0.24;6.78;38.90;7.34;0.53;15.21;5.78;0.00
0.00;3600.00;wizard_example;0;0.10;5;0;4.85;-1042208478;0;0;0.10;5;0.05;0.10;12.72;61.69;13.43;0.97;2.75;12.34;0.00
0.00;3600.00;wizard_example;0;0.80;1;22;22.87;-1042208479#0;0;0;0.80;23;0.42;0.95;5.90;134.92;7.56;0.54;49.63;5.00;13.00
0.00;3600.00;wizard_example;0;0.38;4;9;12.28;-1042208479#1;0;0;0.38;13;0.19;0.44;3.58;44.38;9.30;0.67;15.36;3.17;0.00
0.00;3600.00;wizard_example;1;7.71;1;20;20.74;-1042208480#0;0;0;7.71;19;3.89;8.02;27.80;572.32;0.89;0.06;529.97;26.53;472.00
0.00;3600.00;wizard_example;0;0.18;9;0;8.76;-1042208480#2;0;0;0.18;9;0.09;0.19;14.58;127.71;13.24;0.95;5.68;14.20;0.00
0.00;3600.00;wizard_example;0;0.62;5;0;4.58;-1042208481;0;0;0.62;5;0.32;0.65;30.52;140.66;2.14;0.77;37.62;29.24;0.00
0.00;3600.00;wizard_example;0;1.28;3;26;27.83;-1042211437#0;0;0;1.28;29;0.67;1.76;2.95;82.98;6.13;0.44;32.55;2.17;0.00
0.00;3600.00;wizard_example;0;0.51;2;15;16.81;-1042211437#1;0;0;0.51;17;0.26;0.58;6.50;109.38;8.86;0.64;30.50;5.73;0.00
0.00;3600.00;wizard_example;0;0.18;7;0;5.63;-1042211437#2;0;0;0.18;7;0.10;0.22;3.57;20.89;8.68;0.62;4.73;2.96;0.00
0.00;3600.00;wizard_example;0;0.09;4;0;3.66;-1042211438;0;0;0.09;4;0.05;0.11;6.37;23.47;10.13;0.73;3.66;5.50;0.00
